Date,Open,High,Low,Close,Vol.,Change %
11-11-2015,15.5,16,15.45,15.85,4.49M,2.59%
12-11-2015,15.5,16.2,15.5,16.05,7.80M,1.26%
13-11-2015,16.05,16.5,15.85,16,5.33M,-0.31%
16-11-2015,16.1,16.15,16.05,16.05,10.73M,0.31%
17-11-2015,16.05,16.3,16.05,16.15,3.06M,0.62%
18-11-2015,16.15,16.5,16.1,16.25,5.62M,0.62%
19-11-2015,16.3,16.6,16.2,16.5,13.86M,1.54%
20-11-2015,16.55,16.95,16.5,16.65,4.06M,0.91%
23-11-2015,16.8,16.95,16.35,16.75,8.60M,0.60%
24-11-2015,16.3,16.5,16,16.25,15.36M,-2.99%
25-11-2015,16.5,16.5,15.5,16.05,2.98M,-1.23%
27-11-2015,16,16.1,14.5,15.35,4.64M,-4.36%
30-11-2015,15.6,15.9,15.3,15.55,15.52M,1.30%
01-12-2015,15.6,15.75,15.5,15.65,4.23M,0.64%
02-12-2015,15.6,16.2,15.55,15.85,5.41M,1.28%
03-12-2015,15.75,16,15.6,15.7,1.64M,-0.95%
04-12-2015,15.7,15.85,15.5,15.55,8.47M,-0.96%
07-12-2015,15.95,15.95,15.6,15.7,21.24M,0.96%
08-12-2015,15.7,16,15.7,15.95,9.25M,1.59%
09-12-2015,16.05,16.25,15.75,16.1,4.13M,0.94%
10-12-2015,16,16.25,15.95,16.15,5.40M,0.31%
11-12-2015,16.1,16.4,16,16.25,9.03M,0.62%
14-12-2015,16.1,16.65,16,16.4,11.07M,0.92%
15-12-2015,16.35,16.5,16.3,16.4,8.49M,0.00%
16-12-2015,16.5,16.9,16.2,16.7,8.30M,1.83%
17-12-2015,16,16.7,15.9,16.6,10.87M,-0.60%
18-12-2015,16.6,16.8,16.3,16.7,6.65M,0.60%
21-12-2015,16.8,16.9,16.5,16.7,6.63M,0.00%
22-12-2015,16.7,16.8,15.8,16.7,9.04M,0.00%
23-12-2015,16,16.5,15.85,16.1,979.10K,-3.59%
24-12-2015,16,16.2,15.75,15.9,856.20K,-1.24%
28-12-2015,15.9,16,15.9,15.9,279.40K,0.00%
29-12-2015,15.9,16.3,15.9,16.1,2.96M,1.26%
30-12-2015,16.05,16.5,16,16.25,623.40K,0.93%
31-12-2015,0,16.5,16.5,16.5,309.20K,1.54%
04-01-2016,16.3,16.7,16.05,16.35,1.64M,-0.91%
05-01-2016,16.2,16.55,16.2,16.35,9.80M,0.00%
06-01-2016,16.4,16.75,16.4,16.6,5.17M,1.53%
07-01-2016,16.6,16.7,16.5,16.5,1.55M,-0.60%
08-01-2016,16.5,16.5,16.2,16.4,6.27M,-0.61%
11-01-2016,16.25,16.4,16,16.25,9.23M,-0.91%
12-01-2016,16.05,16.1,15.9,16,6.67M,-1.54%
13-01-2016,16,16.2,15.85,16.1,1.53M,0.63%
14-01-2016,16.1,16.15,16,16.05,5.25M,-0.31%
15-01-2016,16,16.15,16,16.1,3.32M,0.31%
18-01-2016,16.1,16.2,16.1,16.1,1.24M,0.00%
19-01-2016,16.1,16.2,15.9,16.1,22.76M,0.00%
20-01-2016,16,16,15.45,15.75,7.62M,-2.17%
21-01-2016,15.7,15.75,15,15.25,2.93M,-3.17%
22-01-2016,15.4,15.4,15,15.1,5.48M,-0.98%
25-01-2016,15.1,15.4,15.05,15.25,4.81M,0.99%
26-01-2016,15.25,15.35,15.25,15.25,11.48M,0.00%
27-01-2016,15.3,15.3,15.1,15.15,4.89M,-0.66%
28-01-2016,15.15,15.25,15.1,15.15,3.59M,0.00%
29-01-2016,15.2,15.3,15.15,15.15,2.96M,0.00%
01-02-2016,15.1,16.1,15.1,15.55,4.75M,2.64%
02-02-2016,15.55,16.5,15.5,16,7.26M,2.89%
03-02-2016,16,17,15.7,16.7,9.29M,4.38%
04-02-2016,16.4,16.5,15.65,16.25,11.75M,-2.69%
05-02-2016,16.25,16.5,16,16.2,9.18M,-0.31%
08-02-2016,16,16.2,15.9,16.15,1.79M,-0.31%
09-02-2016,16.1,16.1,15.6,16,13.41M,-0.93%
10-02-2016,16,16,15.55,15.75,3.23M,-1.56%
11-02-2016,16,16,15.55,15.65,9.01M,-0.63%
12-02-2016,15.7,15.95,15.65,15.8,10.36M,0.96%
15-02-2016,15.8,15.95,15.7,15.75,491.40K,-0.32%
16-02-2016,15.8,15.85,15.5,15.7,10.66M,-0.32%
17-02-2016,15.6,15.65,15.5,15.55,4.39M,-0.96%
18-02-2016,15.55,15.85,15.5,15.6,16.44M,0.32%
19-02-2016,15.6,16,15.6,15.85,349.10K,1.60%
22-02-2016,15.65,15.9,15.6,15.7,492.30K,-0.95%
23-02-2016,15.7,16,15.65,15.95,1.55M,1.59%
24-02-2016,15.75,16.15,15.75,16,9.88M,0.31%
25-02-2016,16.05,16.2,16,16.05,2.72M,0.31%
26-02-2016,16.1,16.45,16,16.1,1.51M,0.31%
29-02-2016,16.2,16.5,16.05,16.2,1.83M,0.62%
01-03-2016,16.2,16.3,16.1,16.15,4.32M,-0.31%
02-03-2016,16.15,16.65,16.15,16.55,12.24M,2.48%
03-03-2016,16.7,17.25,16.2,16.9,26.79M,2.11%
04-03-2016,16.5,17.05,16.3,17,4.95M,0.59%
07-03-2016,16.9,17.05,16.2,17,13.54M,0.00%
08-03-2016,16.6,16.7,16.4,16.5,14.87M,-2.94%
09-03-2016,16.5,16.5,16.35,16.45,5.78M,-0.30%
10-03-2016,16.4,16.45,16.15,16.25,14.68M,-1.22%
11-03-2016,16.25,16.4,16.2,16.3,10.03M,0.31%
14-03-2016,16.35,16.55,16.3,16.45,12.46M,0.92%
15-03-2016,16.3,16.5,16.3,16.35,8.40M,-0.61%
16-03-2016,16.45,16.6,16.3,16.4,15.04M,0.31%
17-03-2016,16.3,16.6,16.3,16.5,22.24M,0.61%
18-03-2016,16.5,16.6,16.4,16.5,12.99M,0.00%
21-03-2016,16.45,16.5,16.3,16.45,8.25M,-0.30%
22-03-2016,16.5,17,16.4,16.75,16.11M,1.82%
23-03-2016,16.7,17,16.65,16.85,5.34M,0.60%
24-03-2016,16.75,17,16.75,16.9,7.88M,0.30%
29-03-2016,16.9,16.9,16.7,16.8,5.46M,-0.59%
30-03-2016,16.8,16.85,16.7,16.7,6.56M,-0.60%
31-03-2016,16.7,17,16.6,16.9,6.77M,1.20%
01-04-2016,16.7,17,16.7,16.85,6.05M,-0.30%
04-04-2016,16.85,16.9,16.7,16.8,3.35M,-0.30%
05-04-2016,16.75,16.8,16.75,16.8,18.10M,0.00%
06-04-2016,16.9,16.9,16.75,16.75,2.61M,-0.30%
07-04-2016,16.8,16.8,16.75,16.75,4.11M,0.00%
08-04-2016,16.7,16.8,16.7,16.75,7.68M,0.00%
11-04-2016,16.75,16.8,16.65,16.7,1.69M,-0.30%
12-04-2016,16.75,16.75,16.65,16.7,1.59M,0.00%
13-04-2016,16.7,16.8,16.7,16.75,4.07M,0.30%
14-04-2016,16.8,17.1,16.75,16.95,3.63M,1.19%
15-04-2016,16.8,17.3,16.8,17.1,10.77M,0.88%
18-04-2016,17.1,17.3,17.1,17.2,12.91M,0.58%
19-04-2016,17.2,17.35,17.2,17.3,21.15M,0.58%
20-04-2016,17.3,17.85,17.25,17.45,5.16M,0.87%
21-04-2016,17.85,17.85,17.25,17.4,8.76M,-0.29%
22-04-2016,17.4,17.4,16.9,17.1,12.30M,-1.72%
25-04-2016,16.85,17,16.85,16.95,1.06M,-0.88%
26-04-2016,16.9,17,16.85,16.95,10.65M,0.00%
27-04-2016,16.95,17.1,16.85,16.95,8.11M,0.00%
28-04-2016,16.95,17.15,16.9,17.1,9.97M,0.88%
29-04-2016,17.1,17.15,17,17.1,6.73M,0.00%
03-05-2016,16.95,17.1,16.9,16.95,2.31M,-0.88%
04-05-2016,16.9,17,16.8,16.9,8.72M,-0.29%
05-05-2016,16.8,17,16.8,16.9,11.78M,0.00%
06-05-2016,16.85,17.1,16.75,16.9,1.40M,0.00%
09-05-2016,16.9,16.95,16.6,16.9,7.53M,0.00%
10-05-2016,16.95,17,16.9,16.95,2.34M,0.30%
11-05-2016,17.05,17.2,17,17.1,4.50M,0.88%
12-05-2016,17.1,17.45,17.1,17.25,1.18M,0.88%
13-05-2016,17.25,17.45,17.25,17.3,746.60K,0.29%
16-05-2016,17.4,17.4,17.3,17.35,3.34M,0.29%
17-05-2016,17.3,17.35,17,17.15,4.51M,-1.15%
18-05-2016,17.05,17.3,17.05,17.15,1.54M,0.00%
19-05-2016,17.3,17.4,17.25,17.3,6.97M,0.87%
20-05-2016,17.3,17.4,17.15,17.35,5.03M,0.29%
23-05-2016,17.3,17.3,17.1,17.2,2.24M,-0.86%
24-05-2016,17.1,17.45,17.1,17.35,6.28M,0.87%
25-05-2016,17.45,17.45,17.15,17.25,6.92M,-0.58%
26-05-2016,17.2,17.3,17,17.25,3.48M,0.00%
27-05-2016,17.2,17.25,17.05,17.1,3.92M,-0.87%
30-05-2016,17.2,17.2,17.05,17.05,2.57M,-0.29%
31-05-2016,17.1,17.1,16.9,17,5.75M,-0.29%
02-06-2016,17,17.1,16.9,17,10.13M,0.00%
03-06-2016,17,17,16.9,16.95,4.23M,-0.29%
06-06-2016,16.95,17.25,16.9,17.15,11.41M,1.18%
07-06-2016,17.2,17.6,17.2,17.5,9.49M,2.04%
08-06-2016,17.5,18.05,17.3,17.9,17.67M,2.29%
09-06-2016,17.9,18.4,17.9,18.25,21.02M,1.96%
10-06-2016,18.2,18.35,18.1,18.25,6.69M,0.00%
13-06-2016,18.25,18.3,18,18.15,2.14M,-0.55%
14-06-2016,18,18.25,18,18.1,2.09M,-0.28%
15-06-2016,18.1,18.35,18.05,18.3,9.44M,1.10%
16-06-2016,18.25,19,18.2,18.6,32.59M,1.64%
17-06-2016,18.75,18.8,18.1,18.7,10.90M,0.54%
20-06-2016,18.6,18.9,18.3,18.7,20.04M,0.00%
21-06-2016,18.6,18.75,18.3,18.4,8.11M,-1.60%
22-06-2016,18.3,18.35,17.65,18.05,9.02M,-1.90%
23-06-2016,18.4,18.4,17.6,17.9,22.61M,-0.83%
24-06-2016,17.85,17.85,17.25,17.45,2.59M,-2.51%
27-06-2016,17.85,17.85,17.15,17.3,4.86M,-0.86%
28-06-2016,17.45,17.45,17,17.15,9.09M,-0.87%
29-06-2016,17.15,17.7,16.9,17.1,6.83M,-0.29%
30-06-2016,17.6,18,17.5,17.75,20.74M,3.80%
01-07-2016,17.5,17.6,17.5,17.55,20.36M,-1.13%
04-07-2016,17.55,17.55,17.25,17.45,6.50M,-0.57%
05-07-2016,17.3,17.5,17.3,17.35,4.19M,-0.57%
06-07-2016,17.3,17.6,17.15,17.55,9.34M,1.15%
08-07-2016,17.5,17.75,17.35,17.55,8.55M,0.00%
11-07-2016,17.55,17.75,17.3,17.45,14.81M,-0.57%
12-07-2016,17.4,17.5,17.05,17.3,7.79M,-0.86%
13-07-2016,17.3,17.4,17.2,17.35,2.75M,0.29%
14-07-2016,17.35,17.5,17.35,17.4,13.52M,0.29%
15-07-2016,17.4,17.4,17.3,17.35,9.03M,-0.29%
18-07-2016,17.35,17.35,17.1,17.25,1.65M,-0.58%
19-07-2016,17.3,17.95,17.25,17.65,31.50M,2.32%
20-07-2016,17.8,18.3,17.1,18,24.87M,1.98%
21-07-2016,18,18.2,18,18.1,21.42M,0.56%
22-07-2016,18.05,18.1,18,18.05,4.73M,-0.28%
25-07-2016,18.25,18.3,18,18.1,8.33M,0.28%
26-07-2016,18.4,19.2,18.4,18.85,19.38M,4.14%
27-07-2016,19,19,18.55,18.85,4.92M,0.00%
28-07-2016,18.8,19.05,18.8,18.9,8.62M,0.27%
29-07-2016,18.9,19.2,18.9,19.05,2.84M,0.79%
01-08-2016,19.1,19.55,19,19.4,17.38M,1.84%
02-08-2016,19.5,21,19.5,20,19.79M,3.09%
03-08-2016,20.25,20.75,20.25,20.25,13.09M,1.25%
04-08-2016,20.25,20.25,19.4,19.65,3.09M,-2.96%
05-08-2016,19.5,20,19.5,19.8,11.54M,0.76%
08-08-2016,19.55,19.8,19.55,19.7,9.87M,-0.51%
09-08-2016,19.7,20,19.65,19.75,5.32M,0.25%
10-08-2016,19.8,20,19.8,19.9,4.46M,0.76%
11-08-2016,19.8,20,19.75,19.9,3.25M,0.00%
12-08-2016,19.9,20.25,19.9,20,1.46M,0.50%
15-08-2016,20,20.5,20,20.25,1.39M,1.25%
16-08-2016,20.25,21.5,20.25,21,6.35M,3.70%
17-08-2016,21.25,21.75,21,21.25,8.69M,1.19%
18-08-2016,21,21.5,21,21.25,19.52M,0.00%
19-08-2016,21.25,21.5,20.5,21.25,41.41M,0.00%
22-08-2016,21,21.25,20.5,20.75,2.27M,-2.35%
23-08-2016,20.75,21.5,20.75,21.25,2.81M,2.41%
24-08-2016,21,21.75,21,21.25,22.57M,0.00%
25-08-2016,21.25,21.5,19.15,20,26.24M,-5.88%
26-08-2016,19.5,19.85,19.5,19.65,9.08M,-1.75%
29-08-2016,19.75,20.25,19.75,20,46.32M,1.78%
30-08-2016,20,20.25,19.8,20,12.41M,0.00%
31-08-2016,20,20.5,20,20,12.20M,0.00%
01-09-2016,20.25,20.5,19.9,20,58.73M,0.00%
02-09-2016,19.9,20.25,19.85,19.95,5.90M,-0.25%
05-09-2016,19,19,18,18.4,5.36M,-7.77%
06-09-2016,18.5,19,18.5,18.85,4.87M,2.45%
07-09-2016,18.95,19.1,18.8,19,57.67M,0.80%
08-09-2016,19,19.05,18.9,19,6.43M,0.00%
09-09-2016,19,19.5,18.95,19,3.64M,0.00%
13-09-2016,19,19.3,18.65,19,8.09M,0.00%
14-09-2016,18.9,19,18.7,18.9,6.34M,-0.53%
15-09-2016,18.85,19,18.75,18.9,1.71M,0.00%
16-09-2016,19,19,18.75,18.9,2.72M,0.00%
19-09-2016,18.9,19.2,18.9,19,2.17M,0.53%
20-09-2016,19.05,19.3,19.05,19.15,5.39M,0.79%
21-09-2016,19.05,19.4,19,19.35,10.81M,1.04%
22-09-2016,19.5,19.5,19,19.4,106.20M,0.26%
23-09-2016,19.2,19.55,19.2,19.4,1.50M,0.00%
26-09-2016,19.55,19.7,19.2,19.5,1.12M,0.52%
27-09-2016,19.55,19.8,19.55,19.7,53.64M,1.03%
28-09-2016,19.7,20,19.2,19.95,7.41M,1.27%
29-09-2016,19.2,19.95,19.2,19.85,939.80K,-0.50%
30-09-2016,19.7,20,19.7,19.95,16.35M,0.50%
03-10-2016,19.9,20.5,19.7,20,7.98M,0.25%
04-10-2016,20,20.25,20,20,8.62M,0.00%
05-10-2016,20,20.25,19.95,20,4.78M,0.00%
06-10-2016,20,20.25,19.9,19.95,3.65M,-0.25%
07-10-2016,19.95,20.5,19.95,20.25,3.91M,1.50%
10-10-2016,20.25,20.5,20,20.25,37.95M,0.00%
11-10-2016,20.25,20.75,19.95,20,9.58M,-1.23%
12-10-2016,20,20,19.5,19.9,3.60M,-0.50%
13-10-2016,19.75,20.25,19.75,19.95,6.40M,0.25%
14-10-2016,19.85,20.25,19.85,19.95,495.00K,0.00%
17-10-2016,20,20,19.8,19.85,3.70M,-0.50%
18-10-2016,19.85,19.85,19.7,19.75,909.50K,-0.50%
19-10-2016,19.75,19.8,19.55,19.7,1.85M,-0.25%
21-10-2016,19.75,19.85,19.65,19.7,17.66M,0.00%
24-10-2016,19.7,20.25,19.7,20,4.94M,1.52%
25-10-2016,20,20.25,19.8,20,1.57M,0.00%
26-10-2016,20,20.25,19.95,20,8.90M,0.00%
27-10-2016,20,20,19.9,19.95,6.14M,-0.25%
28-10-2016,20,20,19.8,19.9,628.50K,-0.25%
31-10-2016,19.9,19.95,19.75,19.85,4.52M,-0.25%
01-11-2016,19.9,21.25,19.75,20.25,4.06M,2.02%
02-11-2016,20,21,20,20.75,4.07M,2.47%
03-11-2016,20.75,21.5,20.75,21.25,21.77M,2.41%
04-11-2016,21.25,21.75,20.75,21.25,18.37M,0.00%
07-11-2016,21.5,21.5,21,21,5.74M,-1.18%
08-11-2016,20.75,21,20.5,20.75,16.02M,-1.19%
09-11-2016,20.75,20.75,19.65,20.25,7.08M,-2.41%
10-11-2016,20.25,21,20.25,20.75,3.93M,2.47%
11-11-2016,21,21,20.5,20.75,8.73M,0.00%
14-11-2016,21,21,20.25,20.25,3.33M,-2.41%
15-11-2016,20.25,20.75,20,20.25,3.41M,0.00%
16-11-2016,20,21,20,20.5,4.93M,1.23%
17-11-2016,20.75,21.5,20.25,20.5,8.05M,0.00%
18-11-2016,20.75,20.75,20,20,2.02M,-2.44%
21-11-2016,20,20.25,19.9,20,10.28M,0.00%
22-11-2016,20,20.25,19.95,19.95,12.83M,-0.25%
23-11-2016,20,20.25,19.95,20,12.87M,0.25%
24-11-2016,20,20.25,19.9,19.95,17.76M,-0.25%
25-11-2016,19.9,20,19.8,19.9,450.20K,-0.25%
28-11-2016,19.95,19.95,19.7,19.85,6.25M,-0.25%
29-11-2016,19.9,19.95,19.7,19.85,14.56M,0.00%
30-11-2016,19.85,20,19.85,19.9,24.81M,0.25%
01-12-2016,19.9,20.25,19.9,20,7.03M,0.50%
02-12-2016,20,20.25,19.9,19.95,9.74M,-0.25%
05-12-2016,19.9,20,19.85,19.9,4.02M,-0.25%
06-12-2016,19.85,19.95,19.75,19.8,5.77M,-0.50%
07-12-2016,19.85,19.85,19.65,19.7,3.50M,-0.51%
08-12-2016,19.6,19.7,18.95,19.35,6.49M,-1.78%
09-12-2016,20,20,18.9,19,2.61M,-1.81%
13-12-2016,18.95,19,18.8,18.9,7.99M,-0.53%
14-12-2016,18.85,19.5,18.5,18.9,3.56M,0.00%
15-12-2016,19,19,18.65,18.75,2.00M,-0.79%
16-12-2016,18.75,18.9,18.6,18.75,11.32M,0.00%
19-12-2016,18.8,19.3,18.6,19,7.67M,1.33%
20-12-2016,19.2,19.2,18.8,19,21.73M,0.00%
21-12-2016,19,19.15,18.9,19,6.27M,0.00%
22-12-2016,19,19.5,19,19.45,5.92M,2.37%
23-12-2016,19.1,19.6,19.1,19.5,3.74M,0.26%
28-12-2016,19.7,19.7,19.1,19.25,6.53M,-1.28%
29-12-2016,19.5,19.5,19,19.05,6.07M,-1.04%
30-12-2016,19.1,19.2,19,19.15,6.06M,0.52%
03-01-2017,18.9,19.2,18.9,19,10.11M,-0.78%
04-01-2017,19,19.05,18.9,19,2.62M,0.00%
05-01-2017,19,19,18.6,18.8,12.90M,-1.05%
06-01-2017,18.9,19,18.5,18.6,28.02M,-1.06%
09-01-2017,18.8,18.8,18.45,18.5,18.45M,-0.54%
10-01-2017,18.6,18.6,17.8,18.2,14.40M,-1.62%
11-01-2017,18.5,18.5,17.95,18,16.38M,-1.10%
12-01-2017,17.9,18,17.85,17.95,12.90M,-0.28%
13-01-2017,17.95,18,17.85,17.95,21.49M,0.00%
16-01-2017,17.95,18,17.85,17.95,3.72M,0.00%
17-01-2017,18,18,17.9,17.95,5.47M,0.00%
18-01-2017,17.95,18.3,17.85,18.05,29.11M,0.56%
19-01-2017,18.15,18.3,18.1,18.15,17.57M,0.55%
20-01-2017,18.15,18.3,18.1,18.15,10.78M,0.00%
23-01-2017,18.1,18.3,18.05,18.2,974.90K,0.28%
24-01-2017,18.3,19,18.15,18.2,12.38M,0.00%
25-01-2017,18.2,18.25,18.15,18.2,3.38M,0.00%
26-01-2017,18.2,18.35,18.15,18.25,6.20M,0.27%
27-01-2017,18.25,18.5,18.2,18.4,9.78M,0.82%
30-01-2017,18.25,18.5,18.25,18.35,634.10K,-0.27%
31-01-2017,18.45,18.6,18.3,18.5,5.45M,0.82%
01-02-2017,18.5,18.7,18.4,18.55,60.48M,0.27%
02-02-2017,18.7,19,18.55,18.55,3.95M,0.00%
03-02-2017,18.7,19,18.55,18.65,13.73M,0.54%
06-02-2017,18.7,19.2,18.65,18.9,24.38M,1.34%
07-02-2017,18.8,19,18.3,18.65,9.84M,-1.32%
08-02-2017,18.65,18.7,18.1,18.4,17.11M,-1.34%
09-02-2017,18.5,18.55,18.05,18.45,25.99M,0.27%
10-02-2017,18.5,18.55,18.35,18.5,11.79M,0.27%
13-02-2017,18.4,18.5,18.3,18.4,4.31M,-0.54%
14-02-2017,18.35,18.5,18.15,18.3,9.68M,-0.54%
15-02-2017,18.2,18.3,18.15,18.25,45.46M,-0.27%
16-02-2017,18.2,18.4,18,18.2,4.70M,-0.27%
17-02-2017,18.2,18.25,18,18.05,13.19M,-0.82%
20-02-2017,18.05,18.1,17.9,18,9.69M,-0.28%
21-02-2017,18.05,18.05,17.95,18,9.93M,0.00%
22-02-2017,18.5,18.5,17.95,18,31.34M,0.00%
23-02-2017,18,18.4,17.95,18,6.85M,0.00%
24-02-2017,18,18.15,17.95,18.1,31.61M,0.56%
27-02-2017,18.5,18.5,17.7,17.85,2.06M,-1.38%
28-02-2017,18,18,17.7,17.75,2.37M,-0.56%
01-03-2017,17.75,17.75,16.55,17.05,3.08M,-3.94%
02-03-2017,17.75,17.75,16.85,17,20.90M,-0.29%
03-03-2017,17.05,17.05,16.8,16.9,1.54M,-0.59%
06-03-2017,16.9,17,16.75,16.8,1.81M,-0.59%
07-03-2017,16.8,16.85,16.5,16.65,5.25M,-0.89%
08-03-2017,16.6,16.75,15.95,16.2,13.94M,-2.70%
09-03-2017,16,16.65,15.9,16,44.08M,-1.23%
10-03-2017,16.8,17.6,16.3,16.9,16.12M,5.62%
13-03-2017,17.05,18,17,17.35,50.60M,2.66%
14-03-2017,17.7,18.9,17.5,18.25,38.12M,5.19%
15-03-2017,18.25,18.25,17.5,17.85,7.04M,-2.19%
16-03-2017,19,19,17.5,17.55,9.62M,-1.68%
17-03-2017,17.65,18.05,17.6,17.95,6.64M,2.28%
20-03-2017,17.75,18.1,17.75,18,12.69M,0.28%
21-03-2017,18.1,18.25,18,18.1,511.90K,0.56%
22-03-2017,18.2,18.35,18,18.1,11.70M,0.00%
23-03-2017,18.15,18.6,18.15,18.35,9.23M,1.38%
24-03-2017,18.35,18.7,18.35,18.45,18.87M,0.54%
27-03-2017,18.45,18.95,18.45,18.7,13.25M,1.36%
28-03-2017,19.05,19.05,18.3,18.6,14.75M,-0.53%
29-03-2017,18.3,18.4,17.75,18.05,13.30M,-2.96%
30-03-2017,18,18.05,17.9,17.95,997.10K,-0.55%
31-03-2017,18,18.3,17.8,18,5.42M,0.28%
03-04-2017,18.2,19,18,18.45,11.26M,2.50%
04-04-2017,18.5,19,18,18.3,26.22M,-0.81%
05-04-2017,18.35,19,18.3,18.3,9.47M,0.00%
06-04-2017,19,19,18.3,18.6,591.20K,1.64%
07-04-2017,18.6,19.75,18.4,18.65,4.88M,0.27%
10-04-2017,18.65,19.75,18.65,19.15,2.01M,2.68%
11-04-2017,19.8,19.8,19.15,19.25,5.62M,0.52%
12-04-2017,19.4,19.65,19.25,19.45,5.07M,1.04%
13-04-2017,19.5,19.75,19.5,19.6,76.38M,0.77%
18-04-2017,19.65,19.7,19,19.15,1.82M,-2.30%
19-04-2017,19.2,19.3,19.05,19.2,12.73M,0.26%
20-04-2017,19.2,19.25,19,19.15,8.64M,-0.26%
21-04-2017,19.15,19.2,19.1,19.15,4.40M,0.00%
24-04-2017,19.15,19.2,19.05,19.1,2.82M,-0.26%
25-04-2017,19.1,19.15,18.7,18.95,12.88M,-0.79%
26-04-2017,18.85,19,18.85,18.95,6.20M,0.00%
27-04-2017,19,19.1,18.95,19,16.12M,0.26%
28-04-2017,19,19.6,19,19.25,1.57M,1.32%
02-05-2017,19.2,19.8,19.2,19.55,7.23M,1.56%
03-05-2017,19.6,19.8,19.5,19.6,15.12M,0.26%
04-05-2017,19.65,19.95,19.35,19.65,9.37M,0.26%
05-05-2017,19.7,20,19.7,19.75,11.86M,0.51%
08-05-2017,19.8,20.75,19.8,20.5,22.92M,3.80%
09-05-2017,20.5,20.75,19.9,20.25,10.20M,-1.22%
10-05-2017,22,22,19.85,20,2.24M,-1.23%
11-05-2017,20.5,20.75,19.85,20.5,18.46M,2.50%
12-05-2017,20.5,20.75,20.25,20.25,6.88M,-1.22%
15-05-2017,20.5,20.5,20.25,20.25,2.14M,0.00%
16-05-2017,20.25,20.5,20.25,20.25,41.90M,0.00%
17-05-2017,20.25,20.5,20,20,11.88M,-1.23%
18-05-2017,20,21,19.95,20.25,20.13M,1.25%
19-05-2017,20.25,20.75,20,20.25,28.73M,0.00%
22-05-2017,20.25,20.75,20.25,20.5,23.77M,1.23%
23-05-2017,20.25,20.75,20.25,20.5,27.50M,0.00%
24-05-2017,20.75,21.75,20.75,21,8.84M,2.44%
25-05-2017,21.25,21.75,21.25,21.5,22.32M,2.38%
26-05-2017,21.75,22,21.5,21.75,5.86M,1.16%
29-05-2017,21.5,21.75,21.25,21.5,3.67M,-1.15%
30-05-2017,21.5,21.75,21,21,10.11M,-2.33%
31-05-2017,21.5,23,21.5,22.25,37.10M,5.95%
02-06-2017,22.5,23.25,22,22.5,29.19M,1.12%
05-06-2017,22,22.75,21.5,22.25,4.78M,-1.11%
06-06-2017,22.5,23.5,22,22,8.92M,-1.12%
07-06-2017,22.25,22.5,22,22.25,15.21M,1.14%
08-06-2017,22.25,22.5,22,22.25,2.86M,0.00%
09-06-2017,22.5,23,22.25,22.75,41.71M,2.25%
12-06-2017,22.75,23.25,22.5,22.75,10.49M,0.00%
13-06-2017,23,24,23,23.5,21.76M,3.30%
14-06-2017,23.25,23.75,23,23,29.19M,-2.13%
15-06-2017,23.25,23.5,23.25,23.25,16.06M,1.09%
16-06-2017,23.25,24,23.25,23.5,53.21M,1.08%
19-06-2017,23.5,23.75,23,23,3.43M,-2.13%
20-06-2017,23,23.25,22.5,22.75,16.45M,-1.09%
21-06-2017,23.5,23.5,22.5,22.75,10.87M,0.00%
22-06-2017,22.75,23.5,22.75,23.25,5.72M,2.20%
23-06-2017,23,23.5,23,23.25,19.26M,0.00%
27-06-2017,23.5,23.75,23.25,23.5,5.72M,1.08%
28-06-2017,23.5,23.5,23,23.25,3.29M,-1.06%
29-06-2017,23.75,23.75,23,23,9.29M,-1.08%
30-06-2017,23,23.25,22,22.75,9.96M,-1.09%
03-07-2017,22.75,23.25,22.5,23,8.14M,1.10%
04-07-2017,23,23.25,22.5,23,6.86M,0.00%
05-07-2017,23,23.25,22.5,22.75,9.00M,-1.09%
06-07-2017,23,23.25,22,22.75,13.74M,0.00%
07-07-2017,23,23.25,23,23,25.27M,1.10%
10-07-2017,23.25,23.25,23,23,2.47M,0.00%
11-07-2017,23,23.5,23,23,23.20M,0.00%
12-07-2017,23,23.25,22.75,23,17.21M,0.00%
13-07-2017,23,23.25,22.75,23,22.78M,0.00%
14-07-2017,23,23.25,22.75,23,1.59M,0.00%
17-07-2017,23,23.25,23,23,19.31M,0.00%
18-07-2017,23,23.25,22.5,23,16.76M,0.00%
19-07-2017,23,23.25,23,23,13.12M,0.00%
20-07-2017,23,23.25,23,23,2.22M,0.00%
21-07-2017,23,23.5,23,23.25,2.76M,1.09%
24-07-2017,23.5,23.75,23.25,23.25,2.90M,0.00%
25-07-2017,23.5,24,23.25,23.5,18.10M,1.08%
26-07-2017,23.5,24.25,23.5,23.75,11.13M,1.06%
27-07-2017,23.75,24.75,23.5,23.75,6.78M,0.00%
28-07-2017,23.75,25,23.75,24.5,7.36M,3.16%
31-07-2017,24.75,25,23.75,24.5,13.02M,0.00%
01-08-2017,24,24,23.5,23.75,23.42M,-3.06%
02-08-2017,24,24.25,23.75,24,12.76M,1.05%
03-08-2017,24.25,24.5,23.75,23.75,12.06M,-1.04%
04-08-2017,24.25,24.25,23,23.5,10.62M,-1.05%
07-08-2017,23.5,24,23.5,23.5,1.51M,0.00%
09-08-2017,23.75,24.25,23.75,23.75,2.21M,1.06%
10-08-2017,23.5,24.75,23.5,24.25,356.90K,2.11%
